CXSMILES,HLM,KSOL,LogD,MDR1-MDCKII,MLM,Molecule Name,Set,SMILES_CLEAN,OPENADMET_CANONICAL_SMILES,LOG_CLint_HLM,LOG_CLint_MLM,LOG_MDR1,LOG_KSOL
O=C(NCC(F)F)[C@H](NC1=CC=C2CNCC2=C1)C1=CC(Cl)=CC(C2CC2)=C1 |&1:7|,,367.0,1.6,1.55,,ASAP-0029491,Train,O=C(NCC(F)F)[C@H](NC1=CC=C2CNCC2=C1)C1=CC(Cl)=CC(C2CC2)=C1,O=C(NCC(F)F)[C@H](Nc1ccc2c(c1)CNC2)c1cc(Cl)cc(C2CC2)c1,,,0.1903316981702915,2.5646660642520893
CCOC1=NOC2=CC(OCCC3CCN(C4=CC=C(C)N=N4)CC3)=CC=C12,41.7,16.0,3.0,2.41,95.3,ASAP-0017436,Train,CCOC1=NOC2=CC(OCCC3CCN(C4=CC=C(C)N=N4)CC3)=CC=C12,CCOc1noc2cc(OCCC3CCN(c4ccc(C)nn4)CC3)ccc12,1.6201360549737576,1.9790929006383264,0.3820170425748684,1.2041199826559248
C1=CC=C(C2=NC3=NC=NN3C(SC3=NC=CO3)=C2)C=C1,332.0,52.0,2.3,0.0232,1040.0,ASAP-0022831,Train,C1=CC=C(C2=NC3=NC=NN3C(SC3=NC=CO3)=C2)C=C1,c1ccc(-c2cc(Sc3ncco3)n3ncnc3n2)cc1,2.5211380837040362,3.0170333392987803,-1.6345120151091004,1.7160033436347992
C#CCCCCC1=CC=C(OCCCC2=CC(C(=O)N(C)C)=NO2)C=C1,79.9,4.0,4.4,7.87,139.0,ASAP-0020904,Train,C#CCCCCC1=CC=C(OCCCC2=CC(C(=O)N(C)C)=NO2)C=C1,C#CCCCCc1ccc(OCCCc2cc(C(=O)N(C)C)no2)cc1,1.9025467793139914,2.143014800254095,0.8959747323590646,0.6020599913279624
CC1=CC(C2=NOC(C(F)(F)F)=N2)=CC=C1OCCCC1=CSN=N1,27.5,3.0,,1.26,109.0,ASAP-0017295,Train,CC1=CC(C2=NOC(C(F)(F)F)=N2)=CC=C1OCCCC1=CSN=N1,Cc1cc(-c2noc(C(F)(F)F)n2)ccc1OCCCc1csnn1,1.4393326938302626,2.037426497940624,0.10037054511756291,0.47712125471966244
O=C(NCCCF)[C@H](NC1=CC=C2CNCC2=C1)C1=CC(Cl)=CC(C2CC2)=C1 |&1:7|,,394.0,1.2,0.7,,ASAP-0031104,Train,O=C(NCCCF)[C@H](NC1=CC=C2CNCC2=C1)C1=CC(Cl)=CC(C2CC2)=C1,O=C(NCCCF)[C@H](Nc1ccc2c(c1)CNC2)c1cc(Cl)cc(C2CC2)c1,,,-0.1549019599857432,2.595496221825574
CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=C(C#N)N(C)N=C1)N2)C1=CC=C2CCCS(=O)(=O)C2=C1 |o1:3|,935.0,22.0,3.3,4.33,311.0,ASAP-0011144,Train,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=C(C#N)N(C)N=C1)N2)C1=CC=C2CCCS(=O)(=O)C2=C1,CC(C)[C@H](Nc1ncnc2[nH]c(-c3cnn(C)c3C#N)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,2.9708116108725178,2.4927603890268375,0.6364878963533654,1.3424226808222062
"O=C(NC1=CC=CC(B(O)O)=C1)[C@H]1CCN2CCC[C@H]2C1 |&1:12,&2:19|",9.0,389.0,0.3,3.3,6.0,ASAP-0014739,Train,O=C(NC1=CC=CC(B(O)O)=C1)[C@H]1CCN2CCC[C@H]2C1,O=C(Nc1cccc(B(O)O)c1)[C@H]1CCN2CCC[C@H]2C1,0.9542425094393249,0.7781512503836436,0.5185139398778874,2.5899496013257077
CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=C(C#N)N(C)N=C1)N2)C1=CC=C2OCCOC2=N1 |o1:3|,17.0,53.0,3.7,13.7,81.0,ASAP-0010715,Train,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=C(C#N)N(C)N=C1)N2)C1=CC=C2OCCOC2=N1,CC(C)[C@H](Nc1ncnc2[nH]c(-c3cnn(C)c3C#N)cc12)c1ccc2c(n1)OCCO2,1.2304489213782739,1.9084850188786497,1.1367205671564067,1.724275869600789
NCC1=CC(Cl)=CC(C(=O)NC2=CC=C3CNCC3=C2)=C1,,,2.0,,,ASAP-0023299,Train,NCC1=CC(Cl)=CC(C(=O)NC2=CC=C3CNCC3=C2)=C1,NCc1cc(Cl)cc(C(=O)Nc2ccc3c(c2)CNC3)c1,,,,
C=CC(=O)N1CCCC2=C1C=CC=C2N(CC1=CC=CC(Cl)=C1)C(=O)CC1=CN=CC2=CC=CC=C12,1620.0,44.0,3.3,2.14,1460.0,ASAP-0013249,Train,C=CC(=O)N1CCCC2=C1C=CC=C2N(CC1=CC=CC(Cl)=C1)C(=O)CC1=CN=CC2=CC=CC=C12,C=CC(=O)N1CCCc2c1cccc2N(Cc1cccc(Cl)c1)C(=O)Cc1cncc2ccccc12,3.2095150145426308,3.164352855784437,0.33041377334919086,1.6434526764861874
O=C(NC1=CC=CC=C1)NC1=CC=C(C(=O)NC2C3=C(CC2C(=O)O)C(O)=CC=C3)C=C1,9.0,319.0,0.12,0.7,2.0,ASAP-0000132,Train,O=C(NC1=CC=CC=C1)NC1=CC=C(C(=O)NC2C3=C(CC2C(=O)O)C(O)=CC=C3)C=C1,O=C(Nc1ccccc1)Nc1ccc(C(=O)NC2c3cccc(O)c3CC2C(=O)O)cc1,0.9542425094393249,0.3010299956639812,-0.1549019599857432,2.503790683057181
CC(C)[C@H](NC1=NC=NC2=C1C=CN2)C1=CC=C2OCC(=O)NC2=C1 |o1:3|,31.0,374.0,2.2,8.7,80.0,ASAP-0008431,Train,CC(C)[C@H](NC1=NC=NC2=C1C=CN2)C1=CC=C2OCC(=O)NC2=C1,CC(C)[C@H](Nc1ncnc2[nH]ccc12)c1ccc2c(c1)NC(=O)CO2,1.4913616938342726,1.9030899869919435,0.9395192526186185,2.5728716022004803
CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CN2C=CN=N2)C2=CC(F)=CC=C2C1=O,11.0,,0.5,0.46,12.0,ASAP-0011358,Train,CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CN2C=CN=N2)C2=CC(F)=CC=C2C1=O,CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2Cn2ccnn2)c2cc(F)ccc2C1=O,1.0413926851582251,1.0791812460476249,-0.3372421683184259,
CN(C)C(=O)C1=NOC(CCCOC2=CC=CC(F)=C2)=C1,46.6,356.0,2.7,34.8,339.0,ASAP-0020936,Train,CN(C)C(=O)C1=NOC(CCCOC2=CC=CC(F)=C2)=C1,CN(C)C(=O)c1cc(CCCOc2cccc(F)c2)on1,1.6683859166900001,2.530199698203082,1.541579243946581,2.5514499979728753
C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,,,,0.6,,ASAP-0000770,Train,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,,,-0.2218487496163564,
"CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CNC2=CN=C(C)S2)C2=CC(Cl)=CC=C2C1=O |a:7,22|",26.0,395.0,1.9,0.371,90.0,ASAP-0013716,Train,CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CNC2=CN=C(C)S2)C2=CC(Cl)=CC=C2C1=O,CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2CNc2cnc(C)s2)c2cc(Cl)ccc2C1=O,1.414973347970818,1.954242509439325,-0.43062609038495414,2.59659709562646
O=C(NC1=CC=C2CNCC2=C1)C1=CC=CC2=C1C=C(C(F)(F)F)N2,14.1,372.0,1.5,4.1,12.7,ASAP-0030028,Train,O=C(NC1=CC=C2CNCC2=C1)C1=CC=CC2=C1C=C(C(F)(F)F)N2,O=C(Nc1ccc2c(c1)CNC2)c1cccc2[nH]c(C(F)(F)F)cc12,1.14921911265538,1.1038037209559568,0.6127838567197355,2.5705429398818973
CN[C@H](C)CN1C[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C2=CC(Cl)=CC=C2C1=O |&1:7|,14.0,375.0,0.8,1.76,48.0,ASAP-0010740,Train,CN[C@H](C)CN1C[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C2=CC(Cl)=CC=C2C1=O,CN[C@H](C)CN1C[C@H](C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,1.146128035678238,1.6812412373755872,0.24551266781414982,2.574031267727719
COCCNC(=O)[C@H](NC1=CC=C2CNCC2=C1)C1=CC(Cl)=CC(C2CC2)=C1 |o1:7|,19.7,320.0,1.0,1.4,11.7,ASAP-0030761,Train,COCCNC(=O)[C@H](NC1=CC=C2CNCC2=C1)C1=CC(Cl)=CC(C2CC2)=C1,COCCNC(=O)[C@H](Nc1ccc2c(c1)CNC2)c1cc(Cl)cc(C2CC2)c1,1.294466226161593,1.0681858617461617,0.146128035678238,2.505149978319906
O=C(NC1=CC(Cl)=CC([C@H](NC2=CC=CC(C3=NNN=N3)=C2)C(=O)NCC2=CC=CC=C2)=C1)OCC1=CC=CC=C1 |&1:9|,,,3.7,0.6,,ASAP-0027989,Train,O=C(NC1=CC(Cl)=CC([C@H](NC2=CC=CC(C3=NNN=N3)=C2)C(=O)NCC2=CC=CC=C2)=C1)OCC1=CC=CC=C1,O=C(Nc1cc(Cl)cc([C@H](Nc2cccc(-c3nn[nH]n3)c2)C(=O)NCc2ccccc2)c1)OCc1ccccc1,,,-0.2218487496163564,
CC(C)(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN(CC(N)=O)N=C1)N2)C1=CC=C2OCCOC2=C1 |o1:4|,100.0,104.0,3.1,1.01,39.0,ASAP-0012332,Train,CC(C)(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN(CC(N)=O)N=C1)N2)C1=CC=C2OCCOC2=C1,CC(C)(C)[C@H](Nc1ncnc2[nH]c(-c3cnn(CC(N)=O)c3)cc12)c1ccc2c(c1)OCCO2,2.0,1.591064607026499,0.004321373782642578,2.0170333392987803
O=C(NC1=CC(Cl)=CC(C2=CC=C3NC(C(=O)O)=CC3=C2)=C1)OCC1=CC=CC=C1,,356.0,3.7,0.61,,ASAP-0027839,Train,O=C(NC1=CC(Cl)=CC(C2=CC=C3NC(C(=O)O)=CC3=C2)=C1)OCC1=CC=CC=C1,O=C(Nc1cc(Cl)cc(-c2ccc3[nH]c(C(=O)O)cc3c2)c1)OCc1ccccc1,,,-0.21467016498923297,2.5514499979728753
O=C(NC1=CC(Cl)=CC(C(=O)NC2=CC=CC(N3N=NNC3=O)=C2)=C1)OCC1=CC=CC=C1,11.2,107.0,3.8,9.46,,ASAP-0023274,Train,O=C(NC1=CC(Cl)=CC(C(=O)NC2=CC=CC(N3N=NNC3=O)=C2)=C1)OCC1=CC=CC=C1,O=C(Nc1cc(Cl)cc(C(=O)Nc2cccc(-n3nn[nH]c3=O)c2)c1)OCc1ccccc1,1.0492180226701815,,0.9758911364017928,2.0293837776852097
CC1=CC(C2=NOC(C(F)(F)F)=N2)=CC=C1OCCCC1=NC(C2=CC=NC=C2)=NO1,19.6,4.0,4.5,1.01,80.5,ASAP-0020827,Train,CC1=CC(C2=NOC(C(F)(F)F)=N2)=CC=C1OCCCC1=NC(C2=CC=NC=C2)=NO1,Cc1cc(-c2noc(C(F)(F)F)n2)ccc1OCCCc1nc(-c2ccncc2)no1,1.2922560713564761,1.9057958803678685,0.004321373782642578,0.6020599913279624
CNC(=O)C1=CNC2=NC=NC(N[C@H](C3=CC=C4CCCS(=O)(=O)C4=C3)C(C)C)=C12 |o1:13|,108.0,204.0,2.6,0.857,113.0,ASAP-0011156,Train,CNC(=O)C1=CNC2=NC=NC(N[C@H](C3=CC=C4CCCS(=O)(=O)C4=C3)C(C)C)=C12,CNC(=O)c1c[nH]c2ncnc(N[C@H](c3ccc4c(c3)S(=O)(=O)CCC4)C(C)C)c12,2.03342375548695,2.0530784434834195,-0.06701917807680184,2.3096301674258988
CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CNC2=CN=CC=N2)C2=CC(Cl)=CC=C2C1=O,66.0,,1.9,1.0,100.0,ASAP-0013301,Train,CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CNC2=CN=CC=N2)C2=CC(Cl)=CC=C2C1=O,CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2CNc2cnccn2)c2cc(Cl)ccc2C1=O,1.8195439355418688,2.0,0.0,
CN(C)C(=O)C1=NOC(CCCOC2=CC=C3C(OCC4CC4)=NOC3=C2)=C1,35.5,7.0,3.7,5.07,132.0,ASAP-0021312,Train,CN(C)C(=O)C1=NOC(CCCOC2=CC=C3C(OCC4CC4)=NOC3=C2)=C1,CN(C)C(=O)c1cc(CCCOc2ccc3c(OCC4CC4)noc3c2)on1,1.550228353055094,2.12057393120585,0.705007959333336,0.8450980400142568
CC1=CC(C2=NOC(C(F)(F)F)=N2)=CC=C1CCOCC1=CC(C(=O)N(C)C)=NO1,48.4,48.0,4.0,4.04,86.9,ASAP-0017309,Train,CC1=CC(C2=NOC(C(F)(F)F)=N2)=CC=C1CCOCC1=CC(C(=O)N(C)C)=NO1,Cc1cc(-c2noc(C(F)(F)F)n2)ccc1CCOCc1cc(C(=O)N(C)C)no1,1.6848453616444126,1.9390197764486665,0.6063813651106049,1.6812412373755872
COC1=CC(C#N)=CC([C@H](NC2=CC=C3CNCC3=C2)C(=O)NCC(F)F)=C1 |&1:9|,,381.0,-0.4,0.5,,ASAP-0031332,Train,COC1=CC(C#N)=CC([C@H](NC2=CC=C3CNCC3=C2)C(=O)NCC(F)F)=C1,COc1cc(C#N)cc([C@H](Nc2ccc3c(c2)CNC3)C(=O)NCC(F)F)c1,,,-0.3010299956639812,2.5809249756756194
CC1=CC(NC(=O)NC2=CNC(=O)C3=CC=CC=C23)=NO1,9.69,65.0,1.6,5.37,119.0,ASAP-0014761,Train,CC1=CC(NC(=O)NC2=CNC(=O)C3=CC=CC=C23)=NO1,Cc1cc(NC(=O)Nc2c[nH]c(=O)c3ccccc23)no1,0.9863237770507653,2.0755469613925306,0.7299742856995556,1.8129133566428555
CNC(=O)CC1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,,381.0,,2.22,,ASAP-0029348,Train,CNC(=O)CC1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,CNC(=O)CC1CCN(C(=O)Cc2cncc3ccccc23)CC1,,,0.3463529744506387,2.5809249756756194
CNC(=O)[C@H](NC1=CC(Cl)=CC(NC(=O)OCC2=CC=CC=C2)=C1)C1=CC=CC(C2=NNN=N2)=C1 |&1:4|,21.3,333.0,2.2,1.39,,ASAP-0027759,Train,CNC(=O)[C@H](NC1=CC(Cl)=CC(NC(=O)OCC2=CC=CC=C2)=C1)C1=CC=CC(C2=NNN=N2)=C1,CNC(=O)[C@H](Nc1cc(Cl)cc(NC(=O)OCc2ccccc2)c1)c1cccc(-c2nn[nH]n2)c1,1.3283796034387378,,0.14301480025409505,2.5224442335063197
OCC#C[C@H](NC1=CC=C2CNCC2=C1)C1=CC(Cl)=CC2=C1C=NN2 |&1:4|,,135.0,0.5,0.592,,ASAP-0028990,Train,OCC#C[C@H](NC1=CC=C2CNCC2=C1)C1=CC(Cl)=CC2=C1C=NN2,OCC#C[C@H](Nc1ccc2c(c1)CNC2)c1cc(Cl)cc2[nH]ncc12,,,-0.22767829327708025,2.130333768495006
CNCC1=CC(C2=CC3=C(N[C@H](C4=CC=C5CCNS(=O)(=O)C5=C4)C(C)C)N=CN=C3N2)=CO1 |&1:11|,46.0,372.0,1.9,1.2,42.0,ASAP-0011243,Train,CNCC1=CC(C2=CC3=C(N[C@H](C4=CC=C5CCNS(=O)(=O)C5=C4)C(C)C)N=CN=C3N2)=CO1,CNCc1cc(-c2cc3c(N[C@H](c4ccc5c(c4)S(=O)(=O)NCC5)C(C)C)ncnc3[nH]2)co1,1.662757831681574,1.6232492903979006,0.07918124604762482,2.5705429398818973
CN1C(=O)C2=CC=C(Cl)C=C2[C@]12CCCN(C1=CN=CC3=CC=CC=C13)C2=O |&1:11|,16.0,376.0,1.5,8.13,43.0,ASAP-0011036,Train,CN1C(=O)C2=CC=C(Cl)C=C2[C@]12CCCN(C1=CN=CC3=CC=CC=C13)C2=O,CN1C(=O)c2ccc(Cl)cc2[C@]12CCCN(c1cncc3ccccc13)C2=O,1.2041199826559248,1.6334684555795864,0.9100905455940682,2.575187844927661
"C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CCN1CCN(S(C)(=O)=O)CC1)C(=O)C1=CC=C(Cl)C=C12 |a:1,16|",237.0,376.0,1.8,1.33,237.0,ASAP-0013898,Train,C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CCN1CCN(S(C)(=O)=O)CC1)C(=O)C1=CC=C(Cl)C=C12,C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(CCN1CCN(S(C)(=O)=O)CC1)C(=O)c1ccc(Cl)cc12,2.374748346010104,2.374748346010104,0.12385164096708581,2.575187844927661
O=C(NCC(F)F)[C@H](NC1=CC=C2CNCC2=C1)C1=CC(Cl)=CC(C2CC2)=C1 |o1:7|,,139.0,1.4,1.9,,ASAP-0030776,Train,O=C(NCC(F)F)[C@H](NC1=CC=C2CNCC2=C1)C1=CC(Cl)=CC(C2CC2)=C1,O=C(NCC(F)F)[C@H](Nc1ccc2c(c1)CNC2)c1cc(Cl)cc(C2CC2)c1,,,0.2787536009528289,2.143014800254095
CC1=CC([C@H](NC2=CC=C3CNCC3=C2)C(=O)NCC(F)F)=CC(C(F)(F)F)=C1 |&1:4|,,,1.0,0.7,,ASAP-0031651,Train,CC1=CC([C@H](NC2=CC=C3CNCC3=C2)C(=O)NCC(F)F)=CC(C(F)(F)F)=C1,Cc1cc([C@H](Nc2ccc3c(c2)CNC3)C(=O)NCC(F)F)cc(C(F)(F)F)c1,,,-0.1549019599857432,
CN1N=NN=C1CN1C[C@]2(CCN(C3=CN=CC4=CC=CC=C34)C2=O)C2=CC(Cl)=CC=C2C1=O |o1:9|,57.0,398.0,1.9,3.8,129.0,ASAP-0013312,Train,CN1N=NN=C1CN1C[C@]2(CCN(C3=CN=CC4=CC=CC=C34)C2=O)C2=CC(Cl)=CC=C2C1=O,Cn1nnnc1CN1C[C@]2(CCN(c3cncc4ccccc34)C2=O)c2cc(Cl)ccc2C1=O,1.7558748556724915,2.110589710299249,0.5797835966168101,2.5998830720736876
C=CC(=O)N1CCCC2=CC=C(N(CC3=CC=CC(C(F)(F)F)=C3)C(=O)CC3=CN=CC4=CC=CC=C34)C=C21,614.0,,,,2150.0,ASAP-0022458,Train,C=CC(=O)N1CCCC2=CC=C(N(CC3=CC=CC(C(F)(F)F)=C3)C(=O)CC3=CN=CC4=CC=CC=C34)C=C21,C=CC(=O)N1CCCc2ccc(N(Cc3cccc(C(F)(F)F)c3)C(=O)Cc3cncc4ccccc34)cc21,2.788168371141168,3.3324384599156054,,
NC1=NN=C2C=CC(C3=CC=C4NC(=O)CNC4=C3)=CN12,15.6,30.0,0.8,1.66,41.8,ASAP-0015169,Train,NC1=NN=C2C=CC(C3=CC=C4NC(=O)CNC4=C3)=CN12,Nc1nnc2ccc(-c3ccc4c(c3)NCC(=O)N4)cn12,1.1931245983544616,1.6211762817750353,0.22010808804005508,1.4771212547196624
O=C(NC1=CC2=C(C=C1C1CC1)CNC2)C1=CC(F)=CC2=C1C=NN2,,189.0,0.7,3.41,86.8,ASAP-0031019,Train,O=C(NC1=CC2=C(C=C1C1CC1)CNC2)C1=CC(F)=CC2=C1C=NN2,O=C(Nc1cc2c(cc1C1CC1)CNC2)c1cc(F)cc2[nH]ncc12,,1.9385197251764918,0.5327543789924978,2.2764618041732443
COC1=CC=C(C(=O)NC2=CC=CC(/C=C3/C(=O)NC(=O)C4=CC=CC=C34)=C2)C=C1,180.0,23.0,3.6,2.33,127.0,ASAP-0013646,Train,COC1=CC=C(C(=O)NC2=CC=CC(/C=C3/C(=O)NC(=O)C4=CC=CC=C34)=C2)C=C1,COc1ccc(C(=O)Nc2cccc(/C=C3/C(=O)NC(=O)c4ccccc43)c2)cc1,2.255272505103306,2.103803720955957,0.367355921026019,1.3617278360175928
CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN(C)N=C1)N2)C1=CC=C2CCCS(=O)(=O)C2=C1 |o1:3|,405.0,111.0,3.2,1.5,140.0,ASAP-0012329,Train,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN(C)N=C1)N2)C1=CC=C2CCCS(=O)(=O)C2=C1,CC(C)[C@H](Nc1ncnc2[nH]c(-c3cnn(C)c3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,2.6074550232146687,2.146128035678238,0.17609125905568124,2.0453229787866576
"O=C(NC1=C2NC=C(C(=O)N[C@H]3C4=CC=CC=C4C[C@H]3C(=O)O)C2=CC=C1)NC1CC1 |&1:11,19|",6.0,,-0.05,1.8,4.0,ASAP-0000627,Train,O=C(NC1=C2NC=C(C(=O)N[C@H]3C4=CC=CC=C4C[C@H]3C(=O)O)C2=CC=C1)NC1CC1,O=C(Nc1cccc2c(C(=O)N[C@H]3c4ccccc4C[C@H]3C(=O)O)c[nH]c12)NC1CC1,0.7781512503836436,0.6020599913279624,0.25527250510330607,
CC(C)[C@H](NC1=NC=NC2=C1C=C(C(=O)N[C@@H]1CCN(C)C1)N2)C1=CC=C2CCCS(=O)(=O)C2=C1 |o1:3|,3.0,366.0,1.4,0.707,3.0,ASAP-0011196,Train,CC(C)[C@H](NC1=NC=NC2=C1C=C(C(=O)N[C@@H]1CCN(C)C1)N2)C1=CC=C2CCCS(=O)(=O)C2=C1,CC(C)[C@H](Nc1ncnc2[nH]c(C(=O)N[C@@H]3CCN(C)C3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,0.47712125471966244,0.47712125471966244,-0.1505805862031006,2.5634810853944106
CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2C)C2=CC=CC=C2C1=O,3.0,391.0,0.7,1.1,17.0,ASAP-0000541,Train,CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2C)C2=CC=CC=C2C1=O,CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2C)c2ccccc2C1=O,0.47712125471966244,1.2304489213782739,0.04139268515822508,2.5921767573958667
C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC1=CNN=N1)C(=O)C1=CC=C(F)C=C12,11.0,389.0,1.7,1.97,61.0,ASAP-0013412,Train,C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC1=CNN=N1)C(=O)C1=CC=C(F)C=C12,C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(Cc1c[nH]nn1)C(=O)c1ccc(F)cc12,1.0413926851582251,1.7853298350107671,0.2944662261615929,2.5899496013257077
CN1C=C(NC(=O)NCC2=CC=CC=N2)C2=CN=CC=C2C1=O,4.11,378.0,0.3,1.57,2.08,ASAP-0014913,Train,CN1C=C(NC(=O)NCC2=CC=CC=N2)C2=CN=CC=C2C1=O,Cn1cc(NC(=O)NCc2ccccn2)c2cnccc2c1=O,0.6138418218760693,0.31806333496276157,0.19589965240923377,2.5774917998372255
CN1C(=O)NC2=C(C(=O)NC3=CC=C4CNCC4=C3)C=C(Br)C=C21,,161.0,0.5,0.805,12.5,ASAP-0029933,Train,CN1C(=O)NC2=C(C(=O)NC3=CC=C4CNCC4=C3)C=C(Br)C=C21,Cn1c(=O)[nH]c2c(C(=O)Nc3ccc4c(c3)CNC4)cc(Br)cc21,,1.0969100130080565,-0.09420411963213146,2.2068258760318495
CCNC(=O)C1=CC2=C(N[C@H](C3=CC=C4CCNS(=O)(=O)C4=C3)C(C)C)N=CN=C2N1 |&1:10|,85.0,344.0,2.6,1.96,45.0,ASAP-0011076,Train,CCNC(=O)C1=CC2=C(N[C@H](C3=CC=C4CCNS(=O)(=O)C4=C3)C(C)C)N=CN=C2N1,CCNC(=O)c1cc2c(N[C@H](c3ccc4c(c3)S(=O)(=O)NCC4)C(C)C)ncnc2[nH]1,1.9294189257142926,1.6532125137753437,0.292256071356476,2.53655844257153
O=C(NC1=CC(Cl)=CC(C(=O)NC2=CC=CC(C3CCNCC3)=C2)=C1)OCC1=CC=CC=C1,,126.0,,1.8,,ASAP-0017708,Train,O=C(NC1=CC(Cl)=CC(C(=O)NC2=CC=CC(C3CCNCC3)=C2)=C1)OCC1=CC=CC=C1,O=C(Nc1cc(Cl)cc(C(=O)Nc2cccc(C3CCNCC3)c2)c1)OCc1ccccc1,,,0.25527250510330607,2.100370545117563
C[C@H](C(=O)O)C1=CC=CC(C(=O)C2=CC=CC=C2)=C1 |&1:1|,,,,14.6,,ASAP-0000768,Train,C[C@H](C(=O)O)C1=CC=CC(C(=O)C2=CC=CC=C2)=C1,C[C@H](C(=O)O)c1cccc(C(=O)c2ccccc2)c1,,,1.1643528557844371,
"C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC1=CC=NN=C1)C(=O)C1=CC=C(F)C=C12 |a:1,16|",19.0,,1.2,1.0,57.0,ASAP-0014613,Train,C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC1=CC=NN=C1)C(=O)C1=CC=C(F)C=C12,C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(Cc1ccnnc1)C(=O)c1ccc(F)cc12,1.2787536009528289,1.7558748556724915,0.0,
"O=C1C2=CC=C(Cl)C=C2[C@@]2(CN1CCN1CCOCC1)C(=O)N(C1=CN=CC3=CC=CC=C13)C[C@@H]2CNC1=NC=CC=N1 |a:9,34|",108.0,382.0,1.9,1.17,133.0,ASAP-0013925,Train,O=C1C2=CC=C(Cl)C=C2[C@@]2(CN1CCN1CCOCC1)C(=O)N(C1=CN=CC3=CC=CC=C13)C[C@@H]2CNC1=NC=CC=N1,O=C1c2ccc(Cl)cc2[C@@]2(CN1CCN1CCOCC1)C(=O)N(c1cncc3ccccc13)C[C@@H]2CNc1ncccn1,2.03342375548695,2.123851640967086,0.06818586174616162,2.582063362911709
